date,review,rating,isEdited,userName,title,app
2019-08-23 18:13:25,instagram is my favourite social media app and i gain lots of happiness by sharing pictures with music on my story and many of my followers love this too about my account lately i will search a song and only the main songs that are displayed before searching anything are shown instead of the music i searched for this may be a bad explanation and you may not understand but i rely on instagram music to express my feelings in songs and people recognise that but because of this issue i m unable to express and feel ok for some reason i m aware this is a problem because on my other account known for something els i can search the song i want and it will show up instantly iv tried sending the song to my other account but it doesn t let me use it again the issue is when i search for the song i know instagram has only the default or most popular songs that are at the search page come up i really need this fixed so fast as it makes me sad and i m loosing interest it s such a random bug but a huge one for me and iv tired logging in and out and deleting instagram i m lost ,4,False,Jasmine is here,help fast!,Instagram
2018-03-14 20:27:21,instagrm let s just call it insta in this review insta is great 5 star and if u like slime there r hundreds of accounts to follow what ever u like u will thing thousand account filled with pic and vid by just tipping it in and it cost nothing u can have more that one account and no it s free and then u have to pay for a like no it s all free so u r free to follow as much friend as u please and like comment and so much not also on insta u can also do things with pics no phone fetchers have if u see a post u like u r always free to repost or send to friend yes that s right insta also has a fetcher where u can text ur friends don t worry perents if u don t like this idea u can put ur kids account on privet mod where if any steanger want to follow they can t until u say the can isnt that cool just like ur very own super power well guys that all i can say about that it is safe for kids wait one more thing ur kids don t have to have a privet account if they don t want to bye for now i ll be rating what s safe for kids and what s not look out for me,5,False,By Grace Mcdermott,Parents read this before making ur decision,Instagram
2020-10-29 19:37:53,i love instagram in fact it s the social media platform that i use the most and enjoy using however during updates instagram are constantly switching the layout to different layouts that are confusing and extremely annoying to use the layout bar that is sectioned at the bottom of the screen used to have all of the main things that you usually use on instagram however recent updates have made it switch around so that you have a section to buy things and another section where you can watch extremely un amusing videos i never use these features and it annoys me that instagram has moved them because they re both features that aren t being used and instagram wants them to be used i m writing this review so that you guys can please make an option where you can change the layouts into previous layouts i don t want to sound rude however the constant layout changes making the app worse is so infuriating so please can you make the switching layouts an option adding this feature would honestly be so useful because i really can t stand the new one please consider it thank you ,3,False,Great game loli,Layout updates,Instagram
2020-08-11 18:06:52,i have had instagram for almost a year and i ve never had issues until now i decided to make myself a second account when i attempted to make it the first time everything was alright until it ssked me if i was 100 sure i wanted to make the account i said yes and she said there was an error and i should try again later please keep in mind this happened to me 2 months ago i tried it again the next week after that same problem eventually i got sick and tired of it and reported the issue i got response at that time i thought it was my phone that was the issue and soon after i upgraded my phone and unfortunately i got the exact same issue then i decided to log outside of my current account and then try make a new one and i still had the same issue it wasn t allowing me to make my second account i don t know why but i m sick or tired of this i have reported the issue tried switching on and off the internet but there s no solution please can you help me resolve this issue i needed this account for 2 months now and i can t wait any longer or have the patience to deal with this anymore thank you for reading and please respond ,2,False,funnygal19,Making a second account.,Instagram
2020-07-19 13:39:52,last year i downloaded instagram for the first time and made an account and for the most part of the last year it was fine however at the beginning of this month july 2020 i was told that i had given my password away to get likes and followers this is not true the amount of likes and followers on my account has stayed the same i was then told to change my password to continue using the app which i did a few days later when i tried to like a post i was told that i had been temporarily blocked from taking this action and that this block would expire in 10 days there was an option to report this but nothing ever came out of it eventually on the date the block was supposed to expire it hadn t been lifted so i made a new account now the exact same thing has happened and i am blocked from liking posts leaving comments and following unfollowing people only this time there is no message telling me when this block will be lifted i don t understand why this has happened to me twice but if it happens to me a third time i will be leaving instagram ,3,False,Unbeatble6,Blocked,Instagram
2020-12-04 15:06:19,as a instagram anime meme page i obviously post a lot so having two new icons at the bottom of the screen that i am never going to use replacing the two icons i use on a daily basis is kind of annoying for however long this update has been around for i ve been trying to get to get used to it but it really is just a waste of time especially as you have to close down the other places you were on to be able to get to the likes and post icon overall it s an amazing app and it really is clever with how it shows your insights and gives you the ability to control your account there are some hackers in there so you have to be careful but you can see that instagram are really trying to control them and with the update i have now deleted tik tok because at this point instagram is tik tok that s so far the only good thing about the update but i really appreciate the creators and i definitely would recommend downloading this app as it is a good way to be social and have fun ,5,False,rate837382936463729,New update+opinion,Instagram
2018-03-13 10:25:46,instagram used to be my favourite social network but lately it has been so difficult to use the app i m almost giving up here s a list of the most annoying bugs 1 you want to leave a comment on someone who s famous and has a lot of comments on their pics and as soon as you leave it your comments scroll all the way up making you unable to see the latest comments other users left few seconds ago 2 you go to direct messages and after a few seconds typing to your friend the message disappears so you have to swipe down to make it visible again but as soon as you start typing it happens all over again 3 you browse your followers following lists and it completely freezes the app and it s not your internet connection that is bad is the instagram being unable to refresh the list anyways i could spend a long time trying to explain all the things that are wrong with this app you guys should be very careful and fix these terrible bugs asap don t keep going thinking you re the best and end up like other networks such as orkut myspace msn i m sure a better app social network will come soon and you guys are just sitting there waiting for it to destroy years of your work ,1,False,Anncg,So many bugs and what are you guys doing?!!,Instagram
2019-11-10 21:34:01,becoming way too controlled the algorithms have ruined a lot of stuff and mean you miss out on some stuff getting rid of seeing what other people like should be an optional setting as that page put you on to some good pages etc if people have an issue with seeing their partner like other people s things that is their problem as an individual getting rid of certain filters is absolutely ridiculous again it is the responsibility of individuals to altar and control how they do or don t use certain aspects of social media for a lot of people the filters were just a bit of fun and harmless if someone is insecure because of a filter they have massive insecurities and issues and that is for them to monitor their use of a filter instead of ruining it for everyone else you re happy to ban a fun filter but don t ban people with real extreme plastic surgery getting rid of seeing how many likes something has once again is extremely controlling and restricting this should be a personal preference and a setting that you can either have on or have off again people need to be accountable and responsible for themselves and their own insecurities issues and should have an optional setting rather than taking it off people who have no problems with it ,1,False,kakzozkanskanqk,/,Instagram
2018-03-24 22:24:52,i love this app and have been using it for ages but recently it has been playing up i have been using this app for about 2 years now on my iphone 5s but this week i discovered that every time i open instagram it acts normal and lets me use it although this only lasts about 10 seconds this is when my screen goes black like my phone is about to die and then it just goes back to my homepage and the app shuts down at first i thought it was just one random glitch so i tried opening the app again and again and again and each reaction the same as the last i double clicked my home button and swiped up all my apps to refresh them and tried again once more and it still didn t work i then powered off my phone completely and turned it back on again i reopened the app and it still didn t work i tried all my other apps to insure that it wasn t my phone doing this and they all worked fine as normal i don t know any other ways to fix this which annoying because i use this app all the time if anyone knows anything about this or has had the same happened and fixed it please help me thanks ,3,False,Bethyn king 👑,Not working :/,Instagram
2021-10-02 20:15:23,mikaelslittleworld is my son s account who is 2 6 years old so basically i manage his account and i got two factor authentication on it and unfortunately while changing my phone i mistakenly erased the data on previous phone before selling it and when i tried to log into my new phone it asks for codes as i selected the authenticator app option and now i don t have a backup for that app i can t get the codes although my phone number is still the same and my email too i received one email from instagram saying two factor authentication is removed for my account but my problem is still not solved as i can t log in it is still asking for codes my backup codes are not working i have sent the proofs that it is my account but still no response after that single reply i don t know who i should contact to get it sorted although it is really not a big issue if the team can help it s been a month now i need my account back but there is no response it is so disappointing staying with the instagram for years doing such a hardwork to reach a number of followers and now they are not even replying me back to help me no contact from instagram after that email ,1,False,Raima_fam,poor customer service,Instagram
2021-07-27 18:24:50,i used to really love putting content on to instagram but lately instagram has changed the algorithm for editors making it so only around 7 of our followers can see our posts due to a recent update the old algorithm was so much better and efficient in promoting motivation within editors such as myself to keep posting many editors share this opinion and frustration there are so many talented editors not getting the recognition they deserve instagram has also blocked people under the age of 18 seeing posts promoting anti racism mental health and subjects similar to these because they are too upsetting they used to have content warnings on them which was enough these posts also help to save lives whether that s spreading awareness on issues to do with mental health and giving resources to receive and or give help or helping people to educate themselves on certain topics for example racism if instagram changed those 2 things then i would immediately change the rating from a 1 star to a 4 or a 5 star and recommend to others but as it is now it s not that great ,3,False,soph_b79,Review on instagram,Instagram
2019-02-08 14:52:27,with how big instagram is as an app and with the sheer amount of people using the app it s obvious that there will be plenty of accounts that violate the terms of instagram but even when that is clearly evident the report system usually cannot pick up on these violations this is a serious issue when there are so many homophobic racist transphobic accounts and posts with clear intent to hurt others and enforce their toxic views into the community there is also the major issue of pedophiles now bridging over to instagram and there is no clear report button for this very serious issue as usually the nudity report doesn t actually yield any action to be taken the report system clearly needs to be revamped in order to make instagram a safer place for its users instead of making updates that change layouts or how the app works that are usually hated and deleted soon after the update it would be more beneficial to actually fix this major issue i ve rated this as 1 star in order to draw attention to the issue if this was fixed i would easily rate the app 5 as i use instagram on a constant basis and is my main way to communicate with my friends fix this issue to actually go against hatred please ,1,False,Cragsire,The report system is literally pathetic.,Instagram
2022-11-07 22:21:16,over a period of 12 months meta have updated the location and place of the ad topics that are used to define your experience facebook rolled back first and now insta has it deep in the settings you ll find ad topics with lists of hundreds of tops you want to see more off you have a choice to see less 1 the language is purposefully deceptive wishy washy rather than direct i like this or i do no want to see this 2 switching ad topic from the affirmative to the negative is purposely difficult poor ux and no sooner have you switched the randomly generated list 100a more appear a simple select all function would suffice here 3 the other challenge is instagram have purposely made managing likes hard to final and hidden away once you do find your stuff it is impossible to delete any liked content over the last six weeks insta has flagged a sorry as an error has occurred please try again so i do not have the choice to delete likes simple bug fix for a capable engineer the poor ux and obvious lock out technique would suggest insta want to make it hard for you to make easy choices tossing the ball into their court for response ,1,False,TreysterUK,Instagram purposefully make it hard to control and access your data,Instagram
2021-03-19 14:25:23,i love instagram it s the perfect way to check out your friends and family s posts and also check out business small or big you can private message people for business purposes or just to catch up with a friend family member you can check out what celebrity s are up to and all sorts the only thing that annoys my about instagram is just a small glitch in that app at the moment i have turned on my notifications for some people s posts story s live videos etc and it never notifies me it s extremely annoying when i want to see something straight away and not miss it i have gone through my notification settings on instagram and settings and everything should be working fine i would rate the app 5 starts if it wasn t for this glitch however highly recommended instagram for you try stick to age limits to as its very dangerous if you read this far thankyou hope you have a great day and enjoy instagram ,5,False,Lily.Hayward,I love instagram but...,Instagram
2022-05-13 20:21:45,this app has caused more distress and depression than any other apps which ever existed if you grow up with this app you will more likely end up depressed it will make you compare yourself to others and think that you re never enough because every single person you re following has created a virtual version of themselves which only shows the best in their lives instagram is a market place not a place for making friends and socialising it s a place for showing what you d want your life to look like but not what it actually is you can also become rich by becoming an influencer in these app which means you will just make more people become depressed by showing them your perfect life as an influencer and making them buy things so that they can become more like you i deleted this app after using it for 9 years and my life has never been better no one needs an app to keep in touch with the important people in their lives the people who actually care for you and know you are not the ones on any social media apps go outside and be brave and speak to people the world will always love you only for who you are crazy weird calm angry no matter how you are there is always people who will love spending time with you and want to know you better if you want to be happy avoid any social media apps and go out in the streets and speak to anyone you meet wish you all a good life ,5,False,Soficasdf,Caused Me Depression...,Instagram
2022-05-29 21:49:23,instagram is one of my least favourite apps to use everything about the app is annoying to navigate and makes me feel like i m using an app with little effort put in despite being such an enormous company to list a few examples reels will continuously play in the background tapping the screen to pause it only mutes the video which is absurd and reading comments with the video playing the background is a drain on your battery i often find myself rewatching reels and the video starts bouncing encouraging me to move on to the next video as if any modern tech user does not know how to watch the video the timeline makes no sense they are random photos from random people you follow in no particular order you also can not edit or delete comments which anyone would have thought was a necessity i rarely review and only review when the app makes me angry and a change is desperately needed everything about the app goes against common sense 2 stars for the popularity so i can keep track with people and the dm is good with the seem less deleting of messages and clean look ,2,False,idonotreviewoften,"Outdated features, feels like a cheap app.",Instagram
2019-04-25 07:00:30,i dread each update now waiting to see how more bloated an app this becomes with pointless added functionality that i never see users asking for i get a feeling the app is being dragged down a dark alleyway to become a twisted and broken version of its original incarnation it constantly freezes when scrolling through the feed keeps telling me i have no internet connection when i do i ve done all the fixes suggested and it works for a couple of days and then it s back to freezing again my feed often has duplicates at first i thought it was some kind of refresh glitch but when i scroll back there s the image i ve just liked as for date order of content you can tell that the facebook engineers have been in there tinkering as the feed now acts as erratically as the standard facebook feed it s like the whole app has been infected with the same bugs that facebook has with all the rumours of removing likes becoming a sales front end for business and the utter chaos that is the magical algorithm my experience of the app is like watching a beautiful flower gradually wither over time and become a distorted shadow of itself ,2,False,duncanwalker1968,It just gets worse,Instagram
2018-01-04 12:27:57,instagram itself is a great social network and i have little to no complaints about it but this one bug infuriates me sometimes when i try to post something to my account on the home page it says preparing with a line underneath it now anyone who is reading this will think that that is not an issue and it is perfectly normal but no it isn t because it doesn t load the loading bar or as i earlier referred to as the line doesn t turn blue and the thing that i tried to post does not post it is so annoying because i spend so much time trying to put it all together and write the caption and then it just does not post what if i thought it was posting went back to my gallery and deleted the photo or video and then realised that it didn t post that photo or video would be lost forever and i would be so sad so instagram creators if you are reading this can you please please please fix this bug that can result in loss of photos and videos ,5,False,Lucy101Crystal,You need to fix this!!!,Instagram
2019-03-13 20:01:43,okay so randomly today i opened instagram and every time i tapped something it said error we re sorry but something went wrong please try again it happened when i try to login to my account and when i go in my saved and when i do anything instagram is basically useless now i literally can t do anything i tried deleting the app and tried shutting down my phone and i tried everything i could i ve spent hours trying to get back into my instagram account after i deleted it and i have no idea what to do instagram s life and basically everything i love was in it but now it s basically useless and i basically don t have an account any more right now i don t even know what to do all i can do right now is right a review fix this it s really annoying i m sorry if there is any thing in my review that does not make sense i m actually using my voice to write this and not actually typing because my hand hurts too much from trying to fix this problem ,5,False,Amie sharif,FIX THIS!!😡,Instagram
2022-08-15 07:35:06,it started as a place to put your photos out and let your friends see it and follow others and see what they post then it became an add platform and you now no longer see posts from people you re following but 99 of the content is suggested posts on the main page where your friends posts should be and now on top of that 80 of these posts are in arabic and indian language for random reason none of these posts are in any regards connected to my interests they just started randomly showing random stuff in random languages and even when i click not interested in this option on 20 posts a day everyday it still pushes through the same random crap if you re already on instagram with let s say 10k followers and want to promote your business instagram will block the reach of your account unless you pay to actually reach the people that are following or would follow you if you re already into the app look for something else if you don t have an account yet don t bother setting up one as it s not worth your time unless you like watching random crap unrelated to anything you re interested in in most cases adds ,1,False,Krzysztof_Kessler,Not worth your time if you're new to the app.,Instagram
2018-09-09 19:58:21,i love love love instagram the only thing that would make it better is if after sharing a post there were more editing options yes when you press the 3 dots and then edit you get a few options location tags etc but i d really love it if there were more options for me the thing i d love the most is if you could actually edit the photo itself as in the past i ve edited photos pretty badly and looking back i don t like them but i don t want to delete them and repost them so having an option to actually edit the photo so that i can be happy with it again and not archive it or delete it or just have it on my page when i don t like it would be amazing also things like if it s a multiple picture post you should be able to delete certain pictures from it not have to delete the whole post with photos you like if there are just certain ones you don t want anymore please please please consider these changes as they would make me and many others super happy ,4,False,Maisie MoOoOo,More editing options after posting!!,Instagram
2021-12-12 19:41:57,this is rhe perfect messaging posting viewing people finding app you can think of the only most annoying thing about this app is the messenger instagram crossover it is available on the latest version in most places around the world on any phone i have the iphone 12 mini live in england and have the latest version of instagram with a facebook instagram crossed over account i still havent got the single messaging app option though i want all the features of replying to messages on instagram messaging facebook friends reacting to messages with any emoji etc etc the cross over feature is seemingly randomly given out or not given out to certain people for reasons i would have no clue for or simply broken it has been out for over a year and there are many many users on instagram who do not have the feature including myself i have tried everything to get the option nothing has worked instagram fix this already or give us an explanation as to why this is the case for loads of us ,3,False,Spaden2006,"Perfect…. but,",Instagram
2018-08-22 14:07:49,this app just keeps getting more buggy one of the problems is when you send a pic it will come up 5 minutes later at the bottom of your screen it will come up blocking the other persons texts another problem is when insta stops loading stuff or the app is very slow or non stop refreshing and please fix the feed i keep getting the same stuff i seen 2 days ago in my feed the last problem i had is this problem where my post got taken down because i have a meme account and it keeps popping every day that my post has been removed even though i already know this and i m worried that i m going to get banned because i m worried that instagram will think i m posting offensive content everyday there is something i want you to stop doing and that to stop adding features and fix the problems what s there already what s been there for 2 months or more because what you doing is by adding features is building more bugs on top of each other instagram is a great social app what is easily a 5 star review but these bugs completely ruin the app and they need fixing asap ,2,False,real racing 3 fanboy,Stop adding stuff fix the stuff what’s already there,Instagram
2021-09-02 19:51:19,instagram is so good and i think that there is nothing that can not be made better in it and i love how you can just post picture of what ever like i post pictures of places i go my dogs my rabbit and when i m on holiday and people just like the photos and comment like so cute hope you having great time on holiday and there is nothing bad or horrible going on so there is nothing mean being posted and if there is just reported them and instagram will deal with it instagram is my favourite app or what ever i have on my phone and i will never delete it i love it so much thank you for making such a amazing app and there is nothing you can make better on here i think again thank you so much for making this app and i would say to people with children to have it is so child friendly and there is nothing bad going on here no like a lot of app out instagram is the most friendly i think this is 10 10 ,5,False,instagramreviews.,Why I love Instagram,Instagram
2019-01-15 23:38:16,i remember when instagram was simple simply instagram post your square photo with a caption get likes and comments now there s too much going on you ve got stories now which is a direct copy of snapchat s breakthrough feature there s a bar along the top of your newsfeed showcasing the hundreds of stories from people you follow what s more swipe right and you ve got an in app camera feature no not for taking nice square photos for your profile but for taking tall low quality photos videos for your story now when i look at my own profile i have a story highlights bar taking up far much more space than it should i ll never use stories so this is pointless and i wish i could make it go it s just blank space there are also direct messages now these are fine except i find myself sending disappearing messages by accident again this is trying to copy the main feature of snapchat done badly finally i see too many adverts tone it down a bit i wish instagram would go back to the simpler days no stories no disappearing messages way less ads ,3,False,NinRyan,Too Much Clutter,Instagram
2022-10-08 18:28:12,since my personal facebook account was deleted by meta and they refused to get back to my complaint my business has moved over to tiktok in the space of a year we have seen growth consistently month on month instagram is a poor copy of tiktok now they shadow ban your content if it has a water mark on they also want small business owners to take 150 a week making tells post stories and what ever else we have hardly had any meaningful comments or followers join out profile instead all we get is bots sending out fake influencer messages saying we wanna work with you buy my dog bandana for 56 and promote it for us for free no thanks i m moving my business off instagram it s had it day like wokebook can have fun on anything let s these days soon you will have to wear a suit and tie to be on it i find overall it s very toxic very fake with many scammers on it now and they don t listen to the og users of 2016 what they want prepare for more losses i can tel meta now cutting staff don t drive up customer service also it has taken all day to post a reel and they are still loading and not posted i really fail to see the point in this app anymore ,1,False,Loo Loo 2500964,TikTok is so much better,Instagram
2022-07-27 00:42:16,i used to love the app but after the new update i have started using it less and less i don t see content that i actually want to see from the people i follow and instead i keep being suggested reposted tiktoks which i have no interest in the reels feature is badly designed there is no way to pause them which is super annoying and it s not something i m interested in interacting with but reels are still getting pushed to the top of my feed and promoted small businesses that i follow are getting sidelined and forgotten in favour of reposted content from tiktok which is really disappointing and isolates a big chunk of instagram s demographic i m also not sure why they re doing this after promoting the shopping tab so heavily a few updates ago it seems like instagram is desperate to follow in the footsteps of other social media platforms instead of listening to its users and focusing on the unique selling point photo sharing which made it so popular in the first place really sad because i genuinely used to love the app but the user experience just keeps getting worse and it s so frustrating ,2,False,Elliebellybob,update,Instagram
2022-05-12 06:53:54,reluctantly updated the app when it stopped working so now it s tiktok it s beyond depressing how 10 years ago this app celebrated photography time skill thought depth talent inspiration now it s sidelined genuine talented photographers for vacuous attention seeking moments consumed by the global millions of bored uninspired dribbling zombies with nothing better to do than thumbscroll endless short videos of asian babies cake making hacks tutorials and snappily edited ego pieces from hoards of talentless nobodies all fighting for your attention millions of people making inconsequential noise and fighting for airtime sadly instagram doesn t care it s simply going for numbers and the vast majority want a mind numbing stream of useless garbage to instantly forget once finished on the toilet the invention of social media brought a creative mix of ways to share inspiration and energy every app different every app celebrating a niche idea to bring people together it was a colourful time now like so many paint colours mixed together it s just an uninteresting colourless mess every app fighting to be everything to all people welcome to tikstasnapbook all numbers zero integrity depressing times indeed utter garbage ,1,False,mikecoopey,Mind-numbing ‘moments’,Instagram
2019-11-03 04:08:05,i m using instagram since 2010 almost a decade every year and with every new update a lot of issues coming along after using it for ten years it came to the point where all the following issues i ll mention put me into a serious consideration to delete this app and never use it again and of course that s the reason i m rating it with only 1 star i rated it with 5 stars a couple of years ago and if i could with zero 1 several times my account has been blocked without me actually taking any action or trying to go against the community guidelines apparently someone tried to hack me or tried to share my account with various services that provide likes followers and other stuff without my permission on the top of that the block was supposed to be expired on a specific date but that never happened 2 i v spend hundred of pounds promoting my music and my profession in general and most of the promotions didn t actually work or met my criteria of the budget i set and it didn t reach the number of people audience it should do perhaps it was a waste of money and i will never use the promotion ever again 3 i requested instagram three times to verify my account with all the criteria passed and non of my attempts was successful at least i would like to know the reason i was approved i hope this review will help people using it and instagram in general to sort out some serious issues ,5,False,rafigaroael3,Getting worse and worse,Instagram
2022-10-23 14:41:43,instagram was great until i recently updated it and now it s nothing but problematic there have been numerous occasions where i am unable to post a reel because the option is missing from my account posts photos are fine but not reels furthermore the reel icon is missing from my account so i can t even view other reels this has been occurring for over a month now and judging by posts comments online it seems like i m not the only one reporting the problem to instagram leads to more problems for instance after making a report the reel icon appears temporarily and permits me to post a reel but unfortunately the description tags hashtags and location is all missing and attempting to edit the post and add all the missing content doesn t seem to work either so all i have is a posted reel without any information whatsoever which means i won t have any engagement on it please bring back the old version or fix all the current issues so that instagram can be fun again instead of being a major headache instagram is trying very hard to be the tiktok by promoting reels but it doesn t even work perhaps it s time to head over to tiktok ,1,False,SpK2022,New Update Problematic,Instagram
2022-11-16 07:54:16,ever since instagram have been doing all these stupid changes everyone i know including myself say how much they hate the app find it pointless to use anymore when no one sees their friends posts anymore and our feeds are just crawling with ads and suggested posts that i have zero interest in i therefore along with multiple others have stopped using the app and see no fun in using it anymore they re too focused on their competition and trying to be like other apps then being original like they use to be i prefer tiktok and twitter now purely because the apps still have kept to the originality of when they started and haven t tried to copy every other app it makes me not want to use instagram because i don t want to post videos all day and if i did i d use tiktok instead i want instagram for photos and just socially keeping up with friends and family if they don t sort it out and stop favouriting accounts as well i can be sure instagram will slowly start to see the end of its lifeline as it s the only app i hear everyone complain about and there s absolutely no customer service it s appalling ,1,False,hols.b31b03,This app was better 2/3 years ago tbh🙄,Instagram
2022-07-28 20:21:46,for years i have enjoyed steady growth and social sharing on instagram it s core ethos was simple photo sharing and nothing more over the past few years it s morphed into a tiktok clone and that isn t a good thing at all for those of us who prefer the photo side of it it would be so much better if you created a secondary app focusing in video and such your algorithms have crippled my engagement from hundreds of comments and thousands of likes per week down to mere double digits my activity has plummeted even though my content has improved massively adverts and suggestions every second post and annoying videos interrupting the flow has made instagram almost unusable i deleted facebook after 15 years a month ago and i suspect that given the recent trend of changes ahead i am also going to drop instagram after 10 years usage horrid and nothing like it originally started and that s before the dreadful lack of control into removing fake accounts from following you and then unfollowing once you follow back the whole app needs redoing or deleting and starting a new monetisation has killed this once good app,1,False,geordie8t1,I really dislike instagram and meta now,Instagram
2018-06-03 04:02:09,it would be reasonable if instagram could have an option to where you can delete a photo when you post multiple pictures in a slide hopefully you understand what i mean sometimes you post multiple pictures together and change your mind on one of them out of the rest or currently what i m going through i posted a picture of a loved one who has now passed and i noticed that when i posted my slid of pictures one of them came out in bad quality to the rest i want to delete that one picture out of the slide i don t want to have to delete the whole post please make this an option on your next update instagram also the commenting section is getting annoying i could comment that ain t it or this was on twitter too and instagram will tell me that my comment is inappropriate or violates the policy surely that s wrong and when i report it as a mistake i never hear back from instagram i genuinely need help with these things and it seems like instagram don t care overall i still like instagram i just need help it also applies to many people ,3,False,please help URGENT,😕,Instagram
2018-06-06 03:36:06,it was an app that has made me a living over the years introduced me to meeting amazing people within the community i built and grew but since the new algorithm change was the day and start of the death of the app unfortunately what was once a joy to use has become a business oriented device that controls your audience in order to force your hand into spending money so you can out reach to more of your own following as the new algorithm only allows you to access a fraction of it therefore a high percentage of your following never get to see your latest post as it s shoved half way down the pecking order to accommodate posts instagram feel is more suitable for your feed to view this isn t about reliving the glory days it s about having fun and that s no longer a feeling you get from using such a fantastic app so congrats facebook you ve ruined this generations most fun app into a corporate controlled piece of crap insert handclap of sarcasm ,5,False,JayBronx26,The death of Instagram,Instagram
2019-04-10 16:33:20,don t get me wrong instagram is a great platform for everyone especially to share your passion or what you up to with others i owned a fan page on instagram with 59k i ve been working hard since 2015 recently i heard from my fandom that instagram were deleting instagram pages for impersonating their is a humongous difference between impersonating and supporting their 2 completely different subjects my fan page was shut down even after clearly stating that i m not the real person and tagging my idol below they still decided to take down my account for impersonating a celebrity my point is that instagram needs to go through more rougher procedures instead of just shutting down accounts with their bots it s not fair that this is happening to us without instagram fan pages it would just be boring and simply plain their going to lose a lot more users if they don t sort this out sooner remember if you are a fan page on instagram clearly state that you are not the person and do not have the same profile picture as your idol or their is a big chance your fan page is on its last legs ,2,False,Jazzzzz🐷,ATTENTION FANPAGES,Instagram
2019-03-07 20:36:03,i love this app you can follow people chat to them and much more but if you log in to your account on a different device and then log out it stays there so you don t have to enter you password in that s annoying i logged into my account on my friends phone and it stayed there she said she wouldn t post or say anything on my account but as i turned on my ipad i noticed a few messages from my primers saying what happened or are you pranking me i went on instagram confused with the messages and there were tons of messages from my account saying how could you do this to me i hate you and get out of my life even on my posts i made a post for jihyo from twice s birthday yes i am a once and it said omg why did i post is im so sorry i really hate kpop so i got really freaked out and deleted the app without logging out i am re downloading it and i m gonna watch out if anyone if anything happens please consider this and update the app thanks edit i ve changed my password and i don t think they can log back into my account ,4,False,CrazyWeirdo123,Great!,Instagram
2020-05-01 22:02:27,so just over two months ago i had some completely random account in my suggested request me we had absolutely no followers or following in common and the account which was themed around art was absolutely nothing to do with anything i ve ever posted or liked on instagram my point is this was completely random and here we are just over two months later talking many hours every day extremely in love to think this started from a completely random suggestion is something i can not wrap my head around but i am so grateful this happened thank you instagram and thank you to whoever wrote the suggestions algorithm have used this app for ages and quite simply there are no cons to it i ve never had any problems with it or anything i love using it and it s just good fun i might be biased because i ve met the love of my life on it but the sheer amount of users and good reviews speak for themselves thanks once again guys ,5,False,Yellow Boss Car,Just wow,Instagram
2020-04-06 17:48:17,i was enjoying instagram until now i recently wanted to make a second instagram account but every time i go to make one i complete all the steps and it comes up error all the time i ve never had a problem with instagram before a couple of years ago i had no problem making a second account but never used it so i just deleted it now when i m trying to make a new account i am using usernames that are not being used but every time the error message comes up i have to create another one and another etc and i m still getting no where making a second account i updated my instagram to the latest version so that is not the problem i ve reinstalled it and again the problem is still there i have reported the problem and asked my friends if they have had this problem they said no please get this problem sorted out ,5,False,GallopPath,Can’t crest a second Instagram account,Instagram
2019-12-14 21:10:53,i love instagram and always have done but for the past few months now i have not been able to see my dm list i get notifications when people dm me but when i go into instagram to view it the message is not there and therefore i have to use the search bar in order to open the message i looked up what may have been some solutions for this and tried all of them switching my phone on and off uninstalling and reinstalling the app logging in and out of my account updating the app de cluttering my device logging into my account through the instagram website and logging in through another device but it s still not working i had never encountered any sort of problem like this before with instagram quite a shame really seen an though it is overall a great platform of social media apart from the dm struggle i am experiencing instagram please fix this because i hate to see this from my favourite app ,5,False,AppReviewerrrr101,DMs not showing up,Instagram
2018-06-22 05:52:29,i have a load of points to make but i feel like i shouldn t waste my time 1 the most recent update is making it very hard to keep my privacy and move around the app in general 2 when i am writing adding something to my story the fonts change the words i am typing because it thinks it s only one letter for example to becomes ti why 3 i keep getting notifications from complete strangers who are being all weird and asking questions i don t want to answer however my account is logged as an 18 or under account which means kids even younger than me are getting messages from complete strangers i know how to deal with creeps they might not it s not good enough 4 over the past 2 weeks i have been unable to create new accounts for example i tried 3 time a couple of days ago and it warned me of my wifi even tho i had full bars and nothing was buffering it was al working fine expect that,5,False,Unicorn!05,Unimpressed,Instagram
